0,-0.28402420539018447
1,-0.28402420539018447
2,-0.28402420539018447
3,-0.28402420539018447
4,-0.28402420539018447
5,0.0622625001167747
6,0.4336514912320957
7,0.4662678407548464
8,0.13578097801823086
9,-0.288913337018855
10,-0.3684785145140266
11,-0.05939599029629017
12,0.41050275233323097
13,0.5255538503892718
14,0.20491851608602962
15,-0.38577097080083167
16,-0.5453675653403418
17,-0.12384410096182963
18,0.9299645664768512
19,1.1030770576225075
20,2.677491938631945
21,3.1253862375066643
22,3.5140385090243313
23,3.4698083392635244
24,3.0100480860565164
25,2.6351484449252904
26,2.695124996543823
27,3.1634201588407174
28,3.5212108341402852
29,3.445936348628862
30,2.9684291255755406
31,2.624376104975102
32,2.7142412669647324
33,3.1970524079827127
34,3.524548928404273
35,3.4208830436730646
36,2.932499679276663
37,2.6185556010678965
38,2.7347895812595135
39,3.2231244143108526
40,3.5210122523869405
41,3.394298007839549
42,2.9086272186785056
43,2.6243826740657314
44,-3.5253931958736717
45,-3.0539688084151546
46,3.723097469892305
47,3.70616276241829
48,2.264587751727538
49,-5.248162585921174
50,-2.5667343171413757
51,4.738911620428741
52,4.129463204453486
53,4.0442150584832035
54,4.673164304021359
55,5.681216350054264
56,5.661125338189741
57,6.406835225860755
58,7.255853499904253
59,7.12853166621662
60,7.879599859166568
61,-3.052384623406425
62,-3.1194611619182337
63,-3.1221098767392284
64,-3.0732837472113546
65,-3.0228486546226603
66,-3.0101405964713277
67,-3.035505321825099
68,-3.069777154192237
69,-3.083851744414264
70,-3.0713708459551343
71,-3.0480333002988664
72,-3.034176128317151
73,-3.037864039814605
74,-3.0516478985039965
75,-3.062076713356584
76,-3.06155238481821
77,-3.052780138990615
78,-3.0441848261514846
79,-3.042018781749788
80,-3.0460560826808525
81,-3.051337077656059
82,-3.053142875000349
83,-3.0505805426484347
84,-3.0463463599451623
85,-3.0437772763700046
86,-3.0446473694496485
87,-3.0465968395715337
88,-3.0474271995084234
89,-3.046540629477424
90,-3.0447075617143478
91,-3.043244132200755
92,-3.042864972011326
93,-3.043691826288601
94,-3.043117909481637
95,-3.0425419808824636
96,-3.042089098397575
97,-3.0417606649239426
98,-3.041463086563285
99,-3.041102892487576
100,-3.0406586055778653
101,-3.0401800745026972
102,-3.0397327067444992
103,-3.039381495316594
104,-3.039026917250747
105,-3.038635045449582
106,-3.0382101075535077
107,-3.0377819556360808
108,-3.0373769517090214
109,-3.036998320726165
110,-3.0366294061610097
111,-3.0362511349586057
112,-3.0358573583652566
113,-3.0354564802388424
114,-3.035061467841998
115,-3.034678665674155
116,-3.0343045784145524
117,-3.033930837691867
118,-3.033551944702081
119,-3.033168605529771
120,-3.0327858742035496
121,-3.0324081346396627
122,-3.032035840200456
123,-3.0316661753790077
124,-3.0312958896236784
125,-3.0309240213136026
126,-3.0305562372000456
127,-3.030188186878854
128,-3.0298178158808646
129,-3.02944834446369
130,-3.0290825180986194
131,-3.0287204332775475
132,-3.0283602803718055
133,-3.0279999885983377
134,-3.0276390422337536
135,-3.0272783799677896
136,-3.0269193879866805
137,-3.026562717629361
138,-3.0262079270932922
139,-3.025854032519988
140,-3.0255005093877165
141,-3.0251504659208655
142,-3.024798370215528
143,-3.02444897779224
144,-3.0240975773512395
145,-3.023746382157944
146,-3.023397773723016
147,-3.0230523043736284
148,-3.022708798745286
149,-3.022365634156332
150,-3.0220221045043103
151,-3.02167868719544
152,-3.0213363104656734
153,-3.020995715568042
154,-3.0206568224884682
155,-3.0203190068473647
156,-3.019981647451372
157,-3.019644670880226
158,-3.019311362547598
159,-3.0189762754401865
160,-3.0186402551429037
161,-3.018305322475597
162,-3.017972942583574
163,-3.0176428478966986
164,-3.017313864348479
165,-3.0169848238090133
166,-3.0166556534097655
167,-3.0163269158871158
168,-3.015999443182658
169,-3.0156736088855807
170,-3.015348967402032
171,-3.015024984465335
172,-3.0147014006893706
173,-3.014378320935588
174,-3.014056030960816
175,-3.0137348148783007
176,-3.0134145920981537
177,-3.013095282231661
178,-3.0127766235598976
179,-3.0124585370323795
180,-3.0121411254257486
181,-3.0118245816690097
182,-3.011509006803078
183,-3.0111964081341513
184,-3.010882336183186
185,-3.01056717505129
186,-3.010252759672181
187,-3.009940371394394
188,-3.0096301049796668
189,-3.0093208741217334
190,-3.0090116882617326
191,-3.0087022877319027
192,-3.008393140392466
193,-3.0080849842349195
194,-3.007778190518641
195,-3.007472493027657
196,-3.0071674449986694
197,-3.0068626923753623
198,-3.0065582458038973
199,-3.0062543882305013
200,-3.005951492019128
201,-3.005649564511753
202,-3.005348340469101
203,-3.005047646513162
204,-3.0047474007296726
205,-3.0044477938965786
206,-3.0041489250751923
207,-3.0038508019373804
208,-3.003553341210559
209,-3.0032564598759093
210,-3.002960165992366
211,-3.00266446748042
212,-3.0023693721257363
213,-3.002074887596816
214,-3.001781112248097
215,-3.001487962281874
216,-3.0011954449893197
217,-3.000903476721243
218,-3.000612064884612
219,-3.0003213076130737
220,-3.000031120894424
221,-2.9997415118077844
222,-2.9994524873012125
223,-2.9991640542237996
224,-2.9988762193131877
225,-2.998588989197241
226,-2.9983023704115292
227,-2.99801627851648
228,-2.997730720197873
229,-2.9974457020350362
230,-2.997161230487787
231,-2.996877311928323
232,-2.9965939526278955
233,-2.9963111587589832
234,-2.9960289363971664
235,-2.9965865804690153
236,-2.9971399979059807
237,-2.9962139840749145
238,-2.9946567739930967
239,-2.9952112012907
240,-2.9957614899117826
241,-2.9950368109849066
242,-2.9936836193325944
243,-2.992676731712215
244,-2.993228245841724
245,-2.9937757196381414
246,-2.9943191970133882
247,-2.9934238886967743
248,-2.991908571504287
249,-2.990872495912938
250,-2.9914185963924607
251,-2.991960783288952
252,-2.9924990982063786
253,-2.9917375278197924
254,-2.9903612587522495
255,-2.9908995191089396
256,-2.9914339902594294
257,-2.9906573576813584
258,-2.9896593247589194
259,-2.9886629068900143
260,-2.98822517579752
261,-2.9887596539672336
262,-2.9892904485635645
263,-2.9889184544322793
264,-2.9880210803718454
265,-2.987124962383018
266,-2.9867124116923724
267,-2.987241151154363
268,-2.986813267062627
269,-2.9863850502981495
270,-2.9869095694333527
271,-2.987430583354376
272,-2.986646472331104
273,-2.9852674836533484
274,-2.984290987869526
275,-2.9848137639466215
276,-2.9853331049829213
277,-2.9858490444464394
278,-2.985069368710381
279,-2.9840987194176885
280,-2.983129544749626
281,-2.982705172082743
282,-2.9832212670767397
283,-2.9837340479950325
284,-2.983380376100666
285,-2.9824397744231343
286,-2.9815754209748255
287,-2.981234365884268
288,-2.981745323708548
289,-2.9822530632111195
290,-2.981848887494687
291,-2.9808637630079504
292,-2.9799953677873967
293,-2.980502233309147
294,-2.9810059564033358
295,-2.980579186021888
296,-2.9795760833088236
297,-2.9787085692514417
298,-2.9792116149219754
299,-2.9797115900880384
300,-2.9793061133578917
301,-2.9783286036364562
